x,y
0.0,0.0
0.49992200835562106,0.008830943419722074
0.9996100661088918,0.026490075299971334
1.4989082872866093,0.052971886581813205
1.9976609075315532,0.08826811582521567
2.4957123326957587,0.13236775178634247
2.9929071873806903,0.1852570368526931
3.489090363409174,0.24691947133501815
3.9841070682139628,0.3173358186146709
4.477802873127846,0.3964841111447894
4.97002376156023,0.48433965730343675
5.46061617704517,0.5808750490965621
5.949427071145852,0.6860601707083785
6.436303951200589,0.7998622078964914
6.921094927895441,0.9222456582288447
7.403648762648596,1.0531723421592938
7.8838149147917616,1.1926014149383473
8.361443588533813,1.340489379355364
8.83638577969208,1.4967900993082293
9.30849332217667,1.661454814196276
9.777618934213333,1.834432154131963
10.243616264290457,2.015668155966563
10.706339936815848,2.2051062801248604
11.165645597469052,2.402687428243611
11.621389958235081,2.608349961608255
12.073430842105486,2.8220297203821345
12.521627227432827,3.043660043622221
12.96583929192472,3.273171790075099
13.405928456263714,3.510493359746729
13.841757427339408,3.755550716239249
14.273190241079313,4.00826740984786
14.700092304865098,4.268564601410574
15.122330439520992,4.536361086903404
15.539772920861228,4.811573322773299
15.952289520783593,5.094115452000945
16.35975154789624,5.383899330885282
16.762031887665106,5.680834556541397
17.15900504206939,5.984828495103196
17.55054716875274,6.2957863106220815
17.93653611965795,6.6136109946525945
18.316851479133046,6.938203396515807
18.685389542704524,7.27610825842073
19.04168458691808,7.626898568248211
19.3852863598862,7.9901310304720115
19.7157606502738,8.365346626353649
20.032689836013333,8.75207119400675
20.335673412055947,9.14981602759787
20.624328496491795,9.558078494926589
20.898290314399873,9.976342672604408
21.15721265881597,10.404079998029808
21.4007683282362,10.840749937335529
21.62864954010324,11.285800668464026
21.840568319752727,11.738669778507836
22.03625686432833,12.198784974433686
22.2154678812056,12.665564806292148
22.377974900496955,13.138419401998945
22.52357256124282,13.616751212759354
22.652076870927345,14.099955768193698
22.76332543799071,14.587422440209693
22.85717767704415,15.078535214656313
22.933514986528458,15.572673469784062
22.992240898591387,16.069212760527883
23.033281200994562,16.567525607621608
23.05658403089588,17.066982290546754
23.062119940388843,17.566951643313587
23.04988193371603,18.066801852068846
23.019885476109682,18.565901253522174
22.972168474248196,19.06361913318228
22.906791228353267,19.559326522394095
22.82383635598818,20.052396993169715
22.72340868765358,20.542207449808686
22.605635134312614,21.02813891630725
22.4706645270129,21.509577318561522
22.318667428807956,21.985914260376113
22.1498359192158,22.456547792297535
21.964383351487054,22.92088317230084
21.76254408298936,23.378333617368188
21.54457317904875,23.828321045009574
21.310746090622274,24.270276803788658
21.061358306209215,24.703642391930522
20.796724978440736,25.12787016310325
20.544538604092203,25.559613179946535
20.30501243757738,25.998506350951406
20.078349027556364,26.444178538279317
19.86474004565595,26.896252871604567
19.664366124387815,27.354347066804234
19.477396704401652,27.81807374922615
19.30398989120238,28.28704078126153
19.144292321452614,28.76085159394526
18.99843903897343,29.239105522303458
18.866553380548314,29.72139814416468
18.74874687162682,30.207321622148335
18.645119132016177,30.696465048541032
18.55575779164055,31.188414792769315
18.480738416439227,31.682754851174867
18.420124444466396,32.17906719879648
18.373967132246488,32.67693214286127
18.342305511430535,33.175928677686215
18.325166355790127,33.675634840689966
18.322564158576927,34.17562806921378
18.334501120266843,34.6754855578499
18.36096714669926,35.17478461597527
18.40193985761289,35.673103025188084
18.45738460557102,36.170019396345104
18.52725450526014,36.66511352589769
18.611490473137234,37.15796675122528
18.710021277392126,37.64816230466583
18.822763598182682,38.13528566594381
18.949622098091925,38.618924912697814
19.090489502747488,39.098671068811235
19.245246691535197,39.574118450251625
19.413762798330126,40.044865008126116
19.5958953221599,40.51051266866292
19.7914902477067,40.97066766983138
20.00038217554603,41.4249408943159
20.22239446201216,41.87294819856225
20.457339368571958,42.31431073761785
20.705018220580744,42.74865528549155
20.965221575286023,43.17561455076181
21.237729398936924,43.594827487166505
21.52231125284964,44.00593959891171
21.816359614573024,44.41033490176251
22.119716015220703,44.80779545853021
22.432216969607094,45.19810706930754
22.75369406435304,45.58105938690557
23.08397404864735,45.956446030214245
23.422878927615308,46.32406469542551
23.770226058243903,46.68371726505916
24.125828247812,47.035209914732484
24.489493854772455,47.3783532176164
24.861026892031823,47.71296224652152
25.24022713257193,48.038856673559366
25.62689021735646,48.35586086732486
26.02080776546437,48.66380398754782
26.421767486390763,48.96252007716241
26.829553294454755,49.25184815174488
27.243945425252605,49.53163228627151
27.66472055409342,49.8017216991499
28.09165191635355,50.061970833478355
28.524509429684834,50.31223943548959
28.963059818010866,50.55239263013643
29.407066737244403,50.78230099377887
29.856290902658188,51.00184062393317
30.310490217840567,51.21089320604556
30.769419905166362,51.40934607725443
31.232832637712722,51.59709228710676
31.70047867254883,51.77403065519596
32.172105985327654,51.94006582569013
32.64746040610721,52.09510831872135
33.1262857563281,52.239074578608296
33.60832398687362,52.371887018886106
34.093315317137815,52.493474064119425
34.58099837502679,52.60377018847589
35.071110337817665,52.70271595103941
35.56338707379929,52.790258027844104
36.05756328461842,52.86634924061175
36.5533726482546,52.93094858217713
37.05054796254678,52.98402123858767
37.548821289194166,53.02553860786543
38.04792409815387,53.055478315421276
38.54758741235744,53.073824226113075
39.04681272918103,53.10164657400797
39.54542033808664,53.13893534365014
40.04323075089804,53.18567711187247
40.54006476641268,53.24185505262862
41.03574353491036,53.30744894305005
41.53008862253535,53.3824351707258
42.02292207552877,53.46678674220249
42.51406648428817,53.56047329270137
43.003345047231264,53.663461097048994
43.49058163444071,53.7757130818176
43.975600851067185,53.897188838670715
44.45822810046781,54.02784463890932
44.9382896470572,54.16763344921327
45.415612678848674,54.316504948572266
45.89002536966283,54.47440554640038
46.361356940981366,54.64127840182749
46.82943772342374,54.817063444160844
47.29409921782452,55.00169739450919
47.755174155889534,55.19511378856186
48.21249656040893,55.39724300051451
48.66590180500542,55.60801226813292
49.11522667339629,55.82734571894588
49.56030941814785,56.05516439755766
50.000989818901026,56.291386294070286
50.43710924004733,56.535926373605356
50.868510687834295,56.7886966069148
51.295038866879935,57.04960600206953
51.71654023607576,57.31856063721466
52.13286306385832,57.595463694379305
52.5438574828294,57.88021549432906
52.94937554370505,58.172713532448384
53.34927126857422,58.472852515640106
53.74340070344772,58.7805244002287
54.13162197007859,59.09561843085372
54.51379531703529,59.41802118033938
54.889783170009224,59.74761659052595
55.25945018133859,60.08428601404821
55.62266327873069,60.427908257046006
55.9792917131651,60.77835962279148
56.32920710596056,61.13551395621723
56.69014430774206,61.48152600278519
