x,y
57.061748689292145,61.816055797590934
57.443655140640516,62.13877465731019
57.83548842979305,62.44936550313779
58.236863571406005,62.74752317232506
58.64738620504308,63.03295471800928
59.066652982643745,63.30537969704084
59.49425196482215,63.56453044552518
59.92976302560712,63.810152341808774
60.37275826522577,64.04200405665087
60.82280243052496,64.25985779033509
61.27945334261772,64.46349949648796
61.74226233133428,64.65272909238446
62.210774676050995,64.827360655534
62.68453005246394,64.98722260635353
63.163062984868304,65.13215787674856
63.64590330349909,65.2620240644362
64.1325766064839,65.37669357285868
64.62260472595382,65.47605373655001
65.11550619785453,65.56000693183238
65.6107967349959,65.62847067273371
66.10798970287554,65.68137769203209
66.60659659780846,65.71867600734728
67.10612752689339,65.74032897221477
67.60609168934394,65.74631531209162
68.10599785871185,65.73662914525931
68.60535486552841,65.71127998860264
69.10367207988993,65.67029274825913
69.60045989351305,65.6137076951482
70.09523020078629,65.54158042540402
70.5874968783452,65.45398180575107
71.07677626269995,65.35099790387586
71.5625876254459,65.23272990386349
72.04445364559052,65.09929400678182
72.52190087853239,64.95082131651135
72.99446022123156,64.7874577109325
73.46166737311424,64.6093636985972
73.92306329225889,64.41671426102558
74.37819464641566,64.20969868078241
74.82661425841592,63.98852035550269
75.28212512979334,63.782341195408904
75.74422572318943,63.59138821275877
76.21240724567402,63.41587165512383
76.68615420894848,63.25598477389767
77.1649449969209,63.111903611517725
77.6482524400281,62.98378680763483
78.13554439567244,62.87177542444406
78.62628433413397,62.7759927913691
79.11993192931311,62.69654436927115
79.61594365365328,62.63351763433192
80.11377337658844,62.586981981738546
80.61287296585677,62.55698864927642
81.11269289101813,62.5435706609142
81.61268282851113,62.54674279044294
82.11229226758336,62.56650154520953
82.6109711164278,62.602825169962244
83.10817030785792,62.655673670804205
83.60334240385457,62.72498885922845
84.0959421983192,62.810694416186
84.58542731736956,62.91269597611645
85.07125881651706,63.03088123084859
85.55290177406809,63.1651200532566
86.02982588009628,63.3152646405357
86.5015060203368,63.48114967693948
86.96742285436012,63.66259251579977
87.42706338738851,63.859393380628596
87.87992153512569,64.07133558508079
88.32549868097769,64.29818577153516
88.76330422505156,64.53969416803139
89.19285612432724,64.79559486327987
89.61368142340795,65.06560609944168
90.0253167752648,65.34943058235619
90.42730895140201,65.64675580887501
90.81921534088134,65.95725441094154
91.20060443765605,66.28058451603751
91.5710563156779,66.61639012359953
91.93016309125399,66.9643014969913
92.27752937214464,67.32393557059973
92.61277269290743,67.69489637160699
92.93552393600834,68.07677545597377
93.26331216581896,68.4543398563052
93.59607970769417,68.82752313979245
93.93376801087426,69.19625964448835
94.27631765878697,69.5604844908606
94.62366837950186,69.92013359320737
94.97575905633532,70.27514367093328
95.33252773860399,70.62545225968366
95.69391165252507,70.97099772233521
96.05984721226147,71.31171925984114
96.43027003110977,71.64755692192877
96.8051149328291,71.97845161764786
97.18431596310899,72.30434512576772
97.56780640117408,72.6251801050213
97.95551877152371,72.94090010419441
98.3473848558043,73.2514495720584
98.74333570481238,73.55677386714443
99.14330165062637,73.85681926735766
99.54721231886464,74.15153297942977
99.95499664106794,74.44086314820792
100.36658286720402,74.72475886577875
100.78189857829207,75.00317018042567
101.20087069914493,75.2760481054179
101.6234255112267,75.54334462762974
102.04948866562364,75.8050127159885
102.47898519612589,76.06100632974972
102.91183953241787,76.311280426598
103.34797551337493,76.55579097057233
103.78731640046398,76.79449493981417
104.22978489124569,77.02735033413725
104.67530313297594,77.25431618241751
105.12379273630413,77.47535254980201
105.57517478906574,77.6904205447355
106.02936987016712,77.89948232580348
106.48629806355963,78.10250110839033
106.945878972301,78.2994411711517
107.4080317327012,78.49026786229965
107.8726750285505,78.67494760569969
108.33972710542713,78.85344790677851
108.80910578508204,79.02573735824149
109.28072847989827,79.19178564559873
109.74990063862992,79.36463669555529
110.21652414291668,79.5442543596286
110.68050140740044,79.73060107422849
111.1417354001334,79.92363786851294
111.60012966287044,80.12332437253802
112.05558833124154,80.32961882570055
112.50801615479992,80.54247808547147
112.9573185169419,80.76185763641833
113.40340145469409,80.98771159951478
113.846171678364,81.21999274173535
114.28553659104978,81.45865248593329
114.72140430800503,81.70364092099955
115.15368367585482,81.95490681230076
115.5822842916586,82.21239761239394
116.00711652181626,82.47605947201582
116.42809152081333,82.74583725134433
116.84512124980122,83.0216745315301
117.25811849500894,83.30351362649535
117.66699688598216,83.5912955949978
118.07167091364592,83.88496025295717
118.47205594818722,84.18444618604146
118.86806825675373,84.48969076251059
119.25962502096492,84.80063014631467
119.64664435423192,85.11719931044405
120.02904531888252,85.43933205052846
120.40674794308777,85.76696099868244
120.7796732375865,86.10001763759395
121.14774321220445,86.43843231485359
121.51088089216442,86.7821342575209
121.86901033418407,87.1310515869253
122.22205664235794,87.48511133369806
122.5699459838206,87.84423945303249
122.91260560418728,88.20836084016892
123.2499638427691,88.57739934610153
123.58195014755954,88.95127779350335
123.908495089989,89.32991799286647
124.2295303794445,89.71324075885387
124.54498887755129,90.10116592685951
124.85480461221364,90.49361236977323
125.15891279141155,90.89049801494691
125.45523147526833,91.2932327137219
125.74364819583111,91.70166360787637
126.02405348434243,92.11563567719371
126.29634091278919,92.53499179830064
126.56040713429745,92.95957280430343
126.8161519223578,93.38921754519987
127.06347820886644,93.82376294904375
127.3022921209674,94.26304408383905
127.53250301668203,94.70689422013987
127.7540235193123,95.15514489433282
127.96676955060461,95.6076259725774
128.17066036266178,96.06416571538044
128.36561856859095,96.52459084277999
128.55157017187582,96.98872660011375
128.72844459446213,97.45639682434741
128.89617470354557,97.92742401093737
129.05469683705203,98.40162938120278
129.2039508278007,98.87883295018105
129.34388002634043,99.35885359494128
129.4744313224512,99.84150912332959
129.59555516530204,100.32661634312026
129.7072055822581,100.81399113154652
129.80934019632963,101.30344850518436
129.90192024225615,101.79480269016322
129.9849105812199,102.28786719267652
130.0582797141827,102.78245486976552
130.1219997938415,103.27837800034956
130.17604663519782,103.77544835647574
130.22039972473723,104.27347727476092
130.2550422282152,104.77227572799907
130.27996099704654,105.27165439690668
130.29514657329605,105.77142374197896
130.30059319326818,106.27139407542974
130.29629878969473,106.77137563318757
130.28226499251943,107.27117864692083
130.2584971282793,107.77061341606436
130.22500421808292,108.26949037982054
130.1817989741866,108.76762018910709
130.12889779516925,109.26481377842475
130.06632075970847,109.76088243761714
130.01981235936307,110.25871470725956
129.98942120682574,110.75779023044964
129.97517906830961,111.25758735077997
129.97710083034485,111.75758365759701
129.99518448421847,112.25725653204846
130.02941112807397,112.75608369334823
130.07974498666846,113.25354374468803
130.14613344876648,113.74911671822498
130.22850712213176,114.24228461857567
130.32677990605907,114.73253196424841
130.4408490813706,115.21934632644795
130.5705954177827,115.7022188646893
130.71588329853077,116.18064485866091
130.87656086212218,116.65412423578132
131.0524601610686,117.12216209389769
131.24339733743258,117.58426921858
131.44917281500398,118.03996259447027
131.66957150790628,118.48876591015204
131.90436304541402,118.93021005601283
132.15330201274674,119.36383361457868
132.4161282075877,119.78918334280878
132.6925669120591,120.2058146458456
132.9823291798698,120.61329204172567
133.28511213833497,121.01118961656508
133.60059930495245,121.39909146974404
133.92846091820465,121.77659214862511
134.2683542822402,122.1432970723507
134.61992412507533,122.4988229442769
134.98280296994017,122.84279815261254
135.35661151938226,123.17486315884476
135.74095905172538,123.49467087354492
136.13544382946972,123.80188701916231
136.539653519206,124.09619047942617
136.95316562260527,124.37727363499107
137.37554791803316,124.64484268497456
137.8063589123277,124.89861795405123
138.24514830226803,125.13833418478205
138.6914574452517,125.36374081487352
139.14481983868876,125.57460223907674
139.60476160761158,125.77069805545271
140.07182277012757,125.94917458183423
140.5453286561165,126.10977400877539
141.02459528605138,126.2522643503108
141.50893035900717,126.37643977905944
141.99763425269,126.48212092354245
142.4900010340419,126.5691551272853
142.9853194789616,126.6374166693302
143.48287409966798,126.68680694584005
143.9819461782228,126.71725461253178
144.48181480471905,126.72871568773319
144.9817579186357,126.7211736159145
145.48105335185468,126.69463929160283
145.97897987183302,126.64915104364505
146.4748182234237,126.5847745798417
146.96785216784022,126.50160289203214
147.4573695172638,126.39975612176762
147.9426631635992,126.2793813867669
148.42303209989274,126.14065256840452
148.89778243293722,125.98377006053909
149.36622838560115,125.80896048004423
149.8276932874341,125.6164763394604
150.28151055211768,125.40659568224035
150.72702464034973,125.1796216811152
151.16359200677132,124.93588220016125
151.5905820295684,124.67572932120015
152.0073779214053,124.3995388352165
152.41337762037443,124.10770969952755
152.8079946596751,123.80066346148908
153.1906590147651,123.47884364957011
153.56081792676144,123.14271513267566
153.91793670090107,122.79276344864338
154.2614994789075,122.42949410288391
154.59100998414857,122.05343183817794
154.9059922385083,121.66511987668504
155.2059912499375,121.26511913525886
155.49057366969015,120.85400741520246
155.75932841829578,120.43237856763399
156.0118672793641,120.00084163566837
156.24782546036383,119.56001997465418
156.46686211956558,119.11055035173652
